Attendance,Exams,Major,Project,Questions,Seniority,Texting,Grade
2,51,Polsci,61,Rare,Junior,Rarely,Pass
62,16,Stat,6,Rare,Junior,Rarely,Fail
72,2,Polsci,50,Always,Sophomore,Always,Pass
2,3,Stat,38,Rare,Junior,Rarely,Fail
86,82,Polsci,1,Rare,Sophomore,Rarely,Fail
14,29,Stat,87,Always,Junior,Rarely,Fail
51,9,Cs,37,Rare,Freshman,Rarely,Fail
92,31,Polsci,66,Rare,Junior,Rarely,Fail
56,59,Polsci,40,Rare,Junior,Always,Fail
62,3,Polsci,77,Always,Sophomore,Rarely,Pass
39,18,Cs,54,Always,Freshman,Rarely,Fail
38,69,Stat,77,Always,Senior,Rarely,Fail
89,24,Cs,27,Rare,Senior,Rarely,Fail
50,92,Cs,34,Rare,Junior,Always,Pass
59,3,Polsci,14,Rare,Freshman,Always,Fail
66,24,Stat,66,Always,Sophomore,Always,Fail
80,74,Cs,92,Always,Sophomore,Rarely,Pass
18,3,Polsci,81,Always,Senior,Always,Pass
9,21,Polsci,92,Always,Freshman,Always,Pass
88,5,Polsci,61,Always,Senior,Always,Pass
73,59,Polsci,95,Rare,Junior,Rarely,Fail
45,59,Comm,59,Rare,Junior,Rarely,Pass
35,82,Polsci,16,Always,Sophomore,Rarely,Pass
69,94,Polsci,47,Rare,Freshman,Always,Pass
25,91,Comm,92,Always,Junior,Rarely,Pass
77,70,Stat,72,Rare,Freshman,Rarely,Pass
74,32,Polsci,62,Always,Freshman,Rarely,Fail
52,9,Stat,77,Always,Freshman,Rarely,Fail
28,66,Stat,3,Rare,Sophomore,Rarely,Fail
71,27,Comm,50,Always,Junior,Always,Fail
90,18,Polsci,19,Rare,Freshman,Rarely,Fail
33,31,Stat,57,Always,Freshman,Always,Fail
84,18,Stat,31,Rare,Sophomore,Rarely,Fail
97,30,Stat,55,Always,Junior,Rarely,Fail
85,100,Cs,91,Always,Freshman,Rarely,Pass
99,79,Cs,77,Rare,Sophomore,Always,Pass
53,29,Stat,11,Rare,Sophomore,Rarely,Fail
49,62,Cs,21,Always,Senior,Rarely,Fail
26,48,Cs,8,Always,Junior,Always,Fail
45,96,Polsci,7,Always,Sophomore,Rarely,Pass
50,85,Polsci,42,Rare,Freshman,Rarely,Pass
71,97,Cs,65,Rare,Freshman,Always,Pass
22,95,Cs,61,Always,Sophomore,Always,Pass
54,90,Polsci,3,Rare,Junior,Always,Fail
15,47,Comm,24,Always,Freshman,Rarely,Fail
8,94,Comm,99,Always,Junior,Rarely,Pass
36,2,Polsci,92,Rare,Sophomore,Always,Fail
2,56,Polsci,39,Rare,Freshman,Always,Fail
10,10,Polsci,37,Rare,Sophomore,Always,Fail
34,65,Polsci,94,Rare,Senior,Rarely,Pass
29,58,Stat,33,Rare,Sophomore,Always,Fail
4,74,Comm,47,Rare,Freshman,Always,Pass
60,34,Cs,46,Always,Freshman,Rarely,Fail
35,34,Cs,80,Rare,Sophomore,Rarely,Fail
19,60,Polsci,26,Always,Freshman,Rarely,Pass
25,11,Stat,2,Rare,Senior,Rarely,Fail
100,6,Polsci,36,Rare,Sophomore,Always,Fail
12,33,Comm,98,Always,Senior,Always,Pass
52,94,Comm,97,Always,Senior,Always,Fail
76,97,Polsci,18,Rare,Sophomore,Always,Pass
81,6,Polsci,31,Always,Freshman,Rarely,Pass
91,100,Cs,98,Always,Junior,Always,Fail
94,46,Comm,10,Always,Senior,Rarely,Fail
53,62,Comm,70,Always,Freshman,Always,Pass
91,52,Stat,31,Rare,Senior,Always,Fail
49,38,Polsci,55,Always,Sophomore,Rarely,Pass
35,20,Stat,1,Always,Freshman,Always,Fail
27,14,Comm,4,Always,Senior,Always,Fail
98,52,Cs,19,Always,Freshman,Rarely,Pass
22,66,Stat,93,Always,Freshman,Rarely,Pass
68,3,Cs,46,Always,Senior,Rarely,Fail
25,16,Cs,48,Always,Senior,Always,Fail
39,64,Stat,15,Rare,Senior,Rarely,Fail
50,25,Polsci,32,Always,Sophomore,Rarely,Pass
23,92,Comm,40,Rare,Sophomore,Rarely,Pass
33,36,Comm,9,Rare,Junior,Rarely,Fail
86,28,Stat,86,Always,Freshman,Rarely,Fail
69,43,Stat,86,Always,Senior,Always,Pass
70,15,Stat,55,Rare,Sophomore,Always,Fail
30,56,Polsci,49,Always,Junior,Always,Pass
47,60,Cs,85,Always,Freshman,Always,Fail
84,38,Comm,1,Rare,Senior,Always,Pass
48,50,Cs,30,Always,Sophomore,Always,Fail
1,46,Polsci,55,Rare,Sophomore,Always,Pass
65,68,Cs,57,Always,Sophomore,Rarely,Pass
31,60,Stat,67,Always,Senior,Rarely,Fail
66,8,Cs,73,Always,Junior,Rarely,Fail
71,9,Comm,81,Always,Junior,Rarely,Pass
83,32,Cs,31,Rare,Senior,Rarely,Fail
10,99,Cs,64,Always,Senior,Always,Pass
38,8,Comm,11,Always,Senior,Rarely,Fail
72,54,Comm,6,Rare,Freshman,Rarely,Fail
64,76,Polsci,21,Always,Freshman,Rarely,Pass
31,67,Comm,53,Rare,Senior,Always,Pass
22,58,Polsci,90,Always,Freshman,Rarely,Pass
46,59,Comm,10,Rare,Freshman,Always,Fail
26,92,Stat,0,Rare,Senior,Always,Fail
79,47,Polsci,6,Rare,Sophomore,Always,Fail
41,3,Polsci,11,Rare,Senior,Always,Fail
1,20,Polsci,65,Rare,Freshman,Rarely,Fail
82,45,Polsci,54,Always,Freshman,Rarely,Pass
80,32,Cs,50,Always,Sophomore,Rarely,Fail
24,67,Polsci,16,Rare,Senior,Rarely,Fail
36,31,Comm,29,Rare,Freshman,Always,Pass
38,18,Polsci,19,Always,Junior,Always,Pass
25,6,Polsci,82,Rare,Sophomore,Always,Fail
37,87,Polsci,18,Rare,Senior,Always,Pass
21,37,Cs,30,Rare,Freshman,Always,Fail
15,69,Stat,35,Always,Sophomore,Always,Fail
84,38,Polsci,60,Always,Freshman,Always,Pass
36,86,Polsci,40,Always,Freshman,Rarely,Pass
48,91,Comm,71,Always,Freshman,Rarely,Pass
14,90,Polsci,80,Rare,Sophomore,Rarely,Pass
33,75,Polsci,65,Always,Junior,Rarely,Pass
16,89,Comm,43,Rare,Senior,Rarely,Pass
3,63,Comm,75,Always,Sophomore,Always,Pass
30,42,Cs,59,Always,Freshman,Rarely,Fail
60,52,Stat,1,Rare,Junior,Always,Fail
73,80,Stat,21,Always,Junior,Rarely,Fail
82,87,Cs,79,Always,Freshman,Rarely,Pass
4,41,Stat,23,Always,Senior,Rarely,Fail
36,2,Comm,85,Rare,Freshman,Rarely,Pass
44,0,Polsci,10,Rare,Junior,Rarely,Fail
33,30,Cs,5,Always,Junior,Rarely,Fail
51,85,Stat,63,Always,Freshman,Rarely,Pass
91,56,Polsci,97,Always,Sophomore,Always,Pass
26,93,Polsci,73,Always,Freshman,Always,Pass
65,93,Cs,3,Always,Freshman,Always,Fail
82,58,Comm,3,Rare,Freshman,Rarely,Fail
62,35,Polsci,8,Always,Junior,Rarely,Pass
79,55,Cs,95,Rare,Senior,Rarely,Fail
29,84,Cs,82,Rare,Sophomore,Always,Pass
37,84,Stat,10,Always,Sophomore,Rarely,Fail
28,86,Polsci,34,Always,Senior,Always,Pass
9,61,Polsci,80,Always,Sophomore,Always,Fail
28,73,Stat,98,Always,Senior,Rarely,Fail
57,39,Stat,38,Always,Sophomore,Rarely,Fail
100,94,Stat,37,Always,Junior,Rarely,Pass
12,41,Comm,91,Rare,Junior,Rarely,Pass
85,41,Cs,29,Always,Senior,Rarely,Fail
46,26,Cs,75,Rare,Freshman,Rarely,Fail
61,32,Comm,57,Always,Junior,Rarely,Pass
38,72,Stat,90,Always,Freshman,Always,Pass
42,15,Comm,78,Rare,Junior,Always,Pass
45,80,Comm,90,Rare,Junior,Rarely,Pass
43,37,Stat,27,Always,Sophomore,Rarely,Fail
100,59,Comm,23,Always,Junior,Always,Pass
47,35,Cs,3,Always,Freshman,Always,Fail
34,15,Comm,6,Always,Senior,Rarely,Fail
94,71,Cs,34,Rare,Sophomore,Rarely,Pass
51,38,Cs,30,Rare,Freshman,Always,Fail
63,26,Comm,87,Always,Senior,Always,Pass
32,49,Comm,65,Always,Freshman,Always,Pass
78,39,Cs,93,Rare,Senior,Rarely,Fail
46,51,Comm,63,Rare,Sophomore,Rarely,Fail
55,22,Stat,82,Always,Junior,Always,Fail
77,75,Comm,62,Always,Senior,Rarely,Pass
11,99,Comm,5,Rare,Freshman,Always,Pass
23,5,Cs,58,Always,Freshman,Always,Fail
24,63,Cs,68,Rare,Sophomore,Always,Pass
41,38,Cs,34,Always,Freshman,Always,Fail
33,60,Stat,15,Always,Sophomore,Always,Fail
9,71,Cs,45,Always,Junior,Rarely,Fail
90,90,Cs,39,Rare,Freshman,Rarely,Pass
8,13,Comm,49,Always,Freshman,Always,Pass
7,54,Cs,93,Rare,Senior,Rarely,Fail
12,70,Polsci,62,Rare,Sophomore,Always,Pass
59,90,Comm,10,Rare,Senior,Always,Fail
39,92,Stat,89,Always,Junior,Always,Fail
0,97,Cs,73,Rare,Freshman,Always,Pass
7,15,Polsci,37,Always,Senior,Rarely,Pass
60,55,Comm,74,Always,Senior,Always,Pass
31,43,Polsci,95,Rare,Freshman,Rarely,Pass
18,96,Stat,28,Rare,Sophomore,Rarely,Fail
58,89,Cs,78,Rare,Senior,Always,Pass
58,23,Cs,4,Rare,Freshman,Rarely,Fail
3,91,Cs,19,Rare,Freshman,Always,Pass
83,82,Cs,38,Always,Junior,Always,Pass
85,49,Polsci,20,Rare,Sophomore,Always,Fail
63,79,Comm,12,Rare,Freshman,Rarely,Fail
26,35,Stat,37,Always,Senior,Always,Fail
54,34,Polsci,80,Rare,Freshman,Rarely,Pass
59,17,Cs,35,Always,Senior,Rarely,Fail
8,23,Polsci,41,Rare,Freshman,Always,Fail
73,37,Cs,100,Rare,Senior,Always,Fail
57,5,Polsci,47,Always,Junior,Always,Pass
91,58,Comm,46,Always,Junior,Always,Fail
5,45,Cs,1,Rare,Sophomore,Always,Fail
77,19,Polsci,81,Always,Junior,Rarely,Fail
93,89,Polsci,44,Rare,Sophomore,Always,Fail
7,33,Comm,94,Always,Senior,Rarely,Pass
0,25,Cs,9,Always,Freshman,Rarely,Fail
93,41,Stat,41,Always,Freshman,Rarely,Fail
62,80,Polsci,41,Rare,Junior,Always,Pass
51,35,Polsci,82,Always,Freshman,Rarely,Pass
53,70,Stat,2,Always,Freshman,Rarely,Fail
3,76,Polsci,21,Rare,Sophomore,Rarely,Fail
78,53,Comm,16,Always,Junior,Rarely,Fail
46,5,Cs,56,Always,Junior,Always,Fail
24,45,Comm,96,Always,Senior,Always,Pass
74,92,Polsci,44,Rare,Junior,Always,Pass
77,46,Polsci,28,Rare,Sophomore,Always,Fail
31,23,Comm,4,Rare,Sophomore,Rarely,Fail
57,0,Cs,3,Always,Senior,Rarely,Fail
44,18,Comm,30,Always,Junior,Rarely,Fail
46,88,Cs,88,Rare,Senior,Always,Pass
15,24,Comm,17,Rare,Sophomore,Always,Fail
95,80,Cs,28,Always,Junior,Always,Fail
19,70,Cs,66,Rare,Junior,Rarely,Fail
23,10,Polsci,56,Always,Sophomore,Rarely,Pass
94,41,Comm,23,Rare,Senior,Always,Pass
52,53,Stat,4,Always,Sophomore,Rarely,Fail
83,89,Stat,87,Always,Senior,Rarely,Fail
61,57,Stat,60,Rare,Freshman,Rarely,Fail
74,44,Polsci,2,Always,Sophomore,Always,Pass
48,14,Polsci,19,Rare,Freshman,Rarely,Fail
81,82,Cs,96,Rare,Sophomore,Always,Pass
91,62,Comm,2,Rare,Senior,Rarely,Fail
29,95,Polsci,96,Rare,Senior,Rarely,Pass
39,11,Cs,12,Always,Junior,Always,Fail
50,75,Comm,33,Rare,Junior,Rarely,Pass
70,63,Cs,53,Always,Freshman,Rarely,Fail
87,32,Stat,83,Always,Junior,Always,Fail
5,96,Stat,99,Rare,Senior,Always,Fail
65,75,Comm,94,Rare,Senior,Always,Pass
8,61,Cs,38,Always,Sophomore,Always,Fail
30,73,Comm,85,Always,Freshman,Rarely,Pass
20,12,Stat,40,Always,Freshman,Always,Fail
90,56,Cs,14,Always,Freshman,Rarely,Pass
4,3,Cs,37,Always,Sophomore,Always,Fail
80,23,Comm,16,Rare,Senior,Rarely,Fail
27,34,Cs,88,Rare,Senior,Always,Fail
78,44,Cs,68,Always,Sophomore,Rarely,Fail
28,1,Stat,87,Rare,Senior,Always,Fail
64,27,Polsci,46,Rare,Senior,Rarely,Fail
27,42,Cs,81,Rare,Junior,Always,Fail
70,70,Polsci,38,Always,Senior,Always,Pass
24,24,Cs,16,Always,Freshman,Always,Fail
12,67,Comm,78,Always,Junior,Rarely,Pass
71,28,Polsci,49,Rare,Senior,Rarely,Fail
86,85,Cs,59,Always,Senior,Rarely,Pass
27,62,Polsci,8,Always,Freshman,Always,Pass
94,96,Cs,84,Always,Junior,Always,Pass
58,57,Cs,35,Rare,Junior,Rarely,Fail
31,68,Comm,9,Rare,Junior,Always,Fail
23,79,Cs,41,Rare,Freshman,Always,Pass
78,77,Stat,83,Always,Senior,Rarely,Pass
57,86,Cs,70,Always,Senior,Always,Pass
98,74,Comm,67,Always,Senior,Always,Pass
88,37,Polsci,29,Always,Senior,Rarely,Pass
80,4,Comm,75,Rare,Sophomore,Always,Pass
7,10,Stat,9,Rare,Sophomore,Always,Fail
87,4,Polsci,34,Always,Freshman,Always,Pass
34,89,Comm,78,Always,Junior,Always,Fail
25,79,Comm,7,Rare,Senior,Rarely,Fail
94,44,Comm,34,Always,Senior,Rarely,Fail
86,38,Stat,4,Always,Sophomore,Rarely,Fail
13,34,Cs,50,Rare,Sophomore,Rarely,Fail
82,28,Comm,47,Rare,Senior,Always,Pass
47,4,Polsci,87,Always,Freshman,Rarely,Pass
82,15,Stat,34,Rare,Junior,Always,Fail
18,72,Polsci,90,Always,Junior,Rarely,Pass
19,65,Stat,85,Rare,Sophomore,Always,Pass
74,3,Comm,79,Rare,Freshman,Always,Fail
9,16,Polsci,48,Rare,Freshman,Always,Fail
30,37,Stat,77,Always,Sophomore,Always,Fail
82,16,Polsci,1,Rare,Sophomore,Always,Fail
2,40,Cs,37,Rare,Sophomore,Rarely,Fail
51,83,Stat,67,Always,Junior,Always,Pass
87,3,Comm,74,Always,Junior,Rarely,Pass
17,74,Stat,92,Always,Sophomore,Always,Pass
90,72,Cs,47,Rare,Freshman,Rarely,Fail
10,6,Stat,43,Rare,Freshman,Rarely,Fail
43,41,Stat,29,Rare,Freshman,Always,Fail
19,29,Stat,55,Rare,Senior,Rarely,Fail
65,60,Polsci,95,Rare,Sophomore,Always,Fail
20,54,Cs,60,Always,Sophomore,Always,Pass
72,8,Stat,30,Rare,Freshman,Rarely,Fail
93,75,Comm,67,Rare,Sophomore,Always,Pass
27,11,Comm,0,Rare,Freshman,Rarely,Fail
31,44,Comm,77,Rare,Freshman,Rarely,Pass
14,89,Polsci,70,Rare,Junior,Always,Pass
61,78,Cs,91,Always,Senior,Always,Pass
44,86,Polsci,76,Always,Freshman,Always,Pass
31,2,Comm,100,Rare,Freshman,Always,Pass
76,0,Stat,38,Always,Junior,Always,Fail
28,65,Cs,63,Rare,Senior,Rarely,Fail
17,56,Polsci,43,Always,Sophomore,Always,Pass
97,84,Polsci,1,Always,Sophomore,Rarely,Pass
42,49,Stat,61,Always,Freshman,Always,Fail
34,42,Comm,43,Always,Junior,Always,Pass
100,87,Polsci,62,Rare,Freshman,Rarely,Pass
56,0,Comm,29,Rare,Junior,Always,Pass
55,75,Comm,96,Always,Senior,Always,Pass
8,86,Comm,85,Always,Sophomore,Rarely,Pass
95,24,Comm,81,Rare,Junior,Always,Pass
30,78,Stat,90,Always,Sophomore,Rarely,Pass
66,81,Polsci,85,Rare,Sophomore,Always,Fail
96,14,Cs,65,Always,Junior,Always,Fail
71,43,Polsci,62,Always,Sophomore,Rarely,Fail
86,17,Cs,100,Always,Junior,Always,Fail
16,86,Cs,73,Always,Freshman,Rarely,Pass
34,49,Cs,5,Always,Sophomore,Always,Fail
17,5,Polsci,91,Always,Senior,Rarely,Pass
13,88,Cs,30,Always,Freshman,Always,Pass
5,26,Comm,42,Rare,Junior,Always,Pass
43,74,Comm,21,Rare,Sophomore,Always,Pass
13,67,Stat,48,Rare,Senior,Always,Fail
17,89,Polsci,13,Always,Junior,Rarely,Pass
15,40,Comm,57,Rare,Junior,Always,Pass
28,37,Cs,23,Rare,Senior,Always,Fail
45,23,Polsci,39,Rare,Senior,Always,Fail
56,0,Cs,70,Rare,Freshman,Always,Fail
96,27,Cs,10,Always,Freshman,Rarely,Fail
26,63,Cs,30,Always,Sophomore,Rarely,Pass
9,45,Cs,100,Always,Sophomore,Always,Pass
94,39,Stat,57,Rare,Senior,Rarely,Fail
100,53,Polsci,47,Rare,Freshman,Always,Pass
3,76,Stat,14,Always,Junior,Rarely,Fail
2,17,Cs,84,Always,Senior,Rarely,Fail
61,15,Stat,34,Always,Senior,Rarely,Fail
93,62,Comm,73,Always,Senior,Rarely,Pass
18,90,Polsci,98,Rare,Junior,Rarely,Fail
63,48,Stat,11,Always,Senior,Always,Fail
69,4,Comm,74,Rare,Sophomore,Rarely,Pass
32,58,Polsci,62,Rare,Senior,Always,Pass
21,59,Cs,90,Always,Sophomore,Always,Fail
86,44,Stat,53,Rare,Junior,Rarely,Fail
19,15,Cs,67,Rare,Freshman,Rarely,Fail
85,28,Polsci,19,Always,Sophomore,Rarely,Pass
78,51,Comm,39,Rare,Sophomore,Always,Pass
1,28,Stat,44,Always,Junior,Rarely,Fail
93,73,Stat,74,Always,Senior,Always,Fail
52,14,Polsci,15,Rare,Senior,Always,Fail
6,35,Stat,42,Always,Sophomore,Always,Fail
61,92,Stat,85,Always,Senior,Always,Pass
15,16,Comm,91,Always,Freshman,Always,Pass
98,28,Comm,24,Always,Junior,Always,Pass
100,59,Stat,35,Always,Freshman,Rarely,Fail
97,94,Stat,60,Always,Freshman,Rarely,Pass
9,12,Comm,89,Always,Sophomore,Always,Fail
91,50,Comm,49,Rare,Senior,Always,Pass
37,19,Comm,4,Always,Senior,Always,Pass
48,59,Stat,90,Always,Sophomore,Always,Fail
100,12,Stat,0,Always,Junior,Rarely,Fail
39,31,Polsci,85,Rare,Senior,Always,Pass
19,40,Polsci,41,Rare,Freshman,Always,Fail
16,2,Polsci,41,Always,Freshman,Always,Pass
71,55,Cs,46,Always,Junior,Always,Fail
70,93,Polsci,41,Always,Freshman,Always,Pass
66,44,Polsci,52,Always,Sophomore,Always,Pass
3,37,Stat,25,Always,Junior,Always,Fail
75,72,Comm,62,Rare,Sophomore,Always,Pass
45,99,Comm,33,Rare,Freshman,Rarely,Pass
88,35,Polsci,34,Rare,Freshman,Always,Fail
15,42,Stat,58,Always,Freshman,Rarely,Fail
65,68,Stat,26,Always,Junior,Rarely,Fail
12,22,Polsci,28,Always,Senior,Always,Pass
30,26,Stat,48,Always,Senior,Rarely,Fail
6,42,Stat,12,Rare,Senior,Always,Fail
79,94,Cs,37,Always,Senior,Always,Pass
74,58,Cs,70,Rare,Freshman,Always,Fail
53,62,Cs,30,Always,Junior,Rarely,Fail
36,29,Polsci,72,Rare,Sophomore,Rarely,Fail
48,47,Comm,95,Rare,Senior,Rarely,Pass
3,79,Stat,67,Always,Senior,Rarely,Pass
65,37,Comm,83,Rare,Freshman,Always,Pass
47,44,Stat,9,Rare,Freshman,Rarely,Fail
7,76,Stat,35,Rare,Senior,Always,Fail
57,99,Polsci,78,Rare,Sophomore,Always,Pass
99,5,Stat,7,Always,Junior,Rarely,Fail
38,74,Stat,81,Always,Senior,Rarely,Pass
84,44,Cs,43,Always,Freshman,Rarely,Pass
7,28,Comm,79,Always,Junior,Rarely,Pass
67,20,Cs,0,Always,Sophomore,Always,Fail
98,30,Cs,44,Rare,Senior,Always,Fail
92,25,Stat,63,Rare,Junior,Always,Fail
5,30,Comm,36,Rare,Freshman,Rarely,Fail
38,73,Polsci,80,Rare,Sophomore,Rarely,Pass
55,79,Stat,70,Always,Junior,Rarely,Pass
11,5,Cs,50,Rare,Junior,Always,Fail
87,90,Cs,79,Rare,Junior,Always,Pass
0,18,Comm,67,Always,Sophomore,Always,Pass
47,5,Stat,21,Always,Junior,Rarely,Fail
1,98,Polsci,43,Always,Freshman,Always,Pass
15,67,Comm,8,Always,Junior,Always,Pass
10,82,Cs,44,Always,Junior,Rarely,Pass
70,50,Polsci,2,Always,Senior,Always,Pass
39,89,Comm,87,Rare,Junior,Always,Pass
88,26,Polsci,37,Always,Sophomore,Rarely,Pass
90,34,Polsci,26,Always,Junior,Always,Pass
20,81,Comm,4,Rare,Sophomore,Always,Pass
34,43,Polsci,63,Always,Sophomore,Always,Pass
10,22,Polsci,45,Rare,Sophomore,Always,Fail
12,48,Polsci,81,Rare,Sophomore,Rarely,Pass
76,38,Polsci,52,Rare,Sophomore,Always,Fail
9,63,Polsci,40,Always,Senior,Rarely,Pass
22,1,Polsci,94,Rare,Freshman,Always,Fail
43,49,Comm,25,Always,Freshman,Always,Pass
45,23,Comm,68,Rare,Senior,Rarely,Pass
61,71,Stat,29,Rare,Senior,Always,Fail
26,79,Cs,26,Rare,Freshman,Always,Fail
47,77,Polsci,12,Always,Senior,Always,Pass
77,41,Comm,49,Always,Senior,Always,Pass
94,36,Polsci,5,Always,Senior,Rarely,Pass
52,28,Comm,43,Always,Junior,Rarely,Pass
95,53,Cs,84,Always,Freshman,Always,Fail
41,91,Polsci,97,Rare,Senior,Always,Fail
78,86,Comm,90,Always,Freshman,Always,Pass
91,17,Comm,44,Always,Freshman,Rarely,Fail
41,47,Stat,77,Always,Junior,Rarely,Fail
77,32,Polsci,67,Always,Senior,Rarely,Pass
5,61,Cs,91,Rare,Freshman,Always,Fail
38,21,Polsci,14,Rare,Freshman,Always,Fail
55,32,Stat,1,Always,Senior,Rarely,Fail
78,82,Cs,88,Rare,Senior,Rarely,Pass
54,61,Stat,90,Always,Freshman,Always,Pass
11,72,Comm,72,Rare,Junior,Rarely,Pass
36,52,Cs,25,Rare,Sophomore,Always,Fail
94,25,Polsci,83,Rare,Freshman,Always,Pass
48,38,Comm,4,Rare,Junior,Always,Pass
68,5,Comm,77,Rare,Sophomore,Rarely,Pass
10,99,Cs,72,Always,Sophomore,Rarely,Pass
44,83,Comm,44,Always,Freshman,Rarely,Pass
24,14,Cs,7,Always,Senior,Always,Fail
26,37,Cs,16,Rare,Freshman,Rarely,Fail
1,16,Stat,88,Always,Freshman,Always,Fail
69,47,Comm,44,Always,Freshman,Always,Pass
45,31,Polsci,79,Rare,Senior,Always,Pass
33,97,Cs,55,Rare,Junior,Always,Pass
13,53,Cs,6,Rare,Senior,Always,Fail
91,42,Cs,73,Always,Sophomore,Rarely,Fail
6,37,Cs,52,Rare,Senior,Always,Fail
91,88,Polsci,85,Always,Freshman,Rarely,Pass
65,35,Stat,11,Always,Senior,Rarely,Fail
77,98,Stat,68,Rare,Sophomore,Always,Pass
90,98,Stat,100,Always,Freshman,Rarely,Fail
25,27,Cs,29,Rare,Senior,Always,Fail
75,85,Comm,59,Always,Sophomore,Always,Pass
33,84,Stat,82,Always,Senior,Rarely,Fail
39,84,Comm,14,Rare,Senior,Rarely,Fail
10,69,Comm,53,Rare,Junior,Rarely,Pass
53,78,Comm,26,Rare,Senior,Always,Pass
47,71,Cs,5,Rare,Senior,Rarely,Fail
53,96,Comm,30,Always,Freshman,Rarely,Pass
67,94,Comm,45,Rare,Senior,Rarely,Pass
90,43,Comm,68,Rare,Senior,Always,Pass
12,11,Comm,72,Always,Junior,Rarely,Pass
28,24,Polsci,11,Always,Senior,Rarely,Pass
67,16,Cs,6,Rare,Senior,Always,Fail
5,47,Polsci,97,Always,Junior,Always,Fail
49,41,Cs,33,Always,Sophomore,Rarely,Fail
4,35,Comm,70,Always,Junior,Rarely,Pass
7,90,Polsci,67,Always,Sophomore,Rarely,Fail
79,12,Cs,1,Always,Junior,Always,Fail
13,87,Comm,63,Rare,Sophomore,Always,Fail
55,100,Comm,33,Rare,Senior,Always,Pass
98,57,Stat,19,Rare,Sophomore,Rarely,Fail
63,9,Comm,51,Always,Freshman,Always,Pass
31,92,Stat,63,Always,Senior,Rarely,Pass
38,46,Comm,9,Always,Junior,Rarely,Fail
83,100,Polsci,22,Rare,Freshman,Rarely,Pass
40,48,Comm,7,Rare,Freshman,Always,Pass
13,76,Comm,21,Always,Senior,Always,Pass
13,22,Stat,78,Always,Sophomore,Rarely,Fail
37,57,Stat,94,Rare,Freshman,Always,Pass
14,64,Comm,29,Rare,Junior,Rarely,Fail
67,49,Comm,88,Rare,Senior,Rarely,Pass
49,23,Cs,55,Always,Sophomore,Rarely,Fail
91,60,Cs,13,Rare,Junior,Always,Fail
68,24,Comm,3,Always,Senior,Rarely,Fail
30,78,Polsci,18,Rare,Junior,Rarely,Fail
36,73,Cs,70,Rare,Junior,Rarely,Pass
70,68,Comm,74,Rare,Freshman,Always,Pass
88,20,Polsci,27,Always,Freshman,Always,Pass
3,90,Stat,77,Always,Freshman,Rarely,Fail
72,84,Comm,48,Always,Freshman,Rarely,Fail
56,64,Cs,9,Always,Freshman,Rarely,Fail
98,19,Stat,26,Rare,Freshman,Always,Fail
24,3,Cs,33,Rare,Freshman,Rarely,Fail
57,62,Comm,2,Always,Sophomore,Rarely,Fail
20,26,Comm,94,Rare,Junior,Rarely,Pass
23,56,Comm,13,Rare,Senior,Always,Fail
35,55,Cs,32,Always,Senior,Rarely,Fail
81,17,Stat,84,Always,Sophomore,Always,Fail
41,88,Polsci,50,Rare,Junior,Always,Pass
43,95,Stat,19,Always,Sophomore,Always,Pass
43,86,Comm,79,Always,Sophomore,Always,Fail
92,47,Cs,23,Always,Sophomore,Always,Fail
17,65,Stat,2,Always,Junior,Rarely,Fail
94,72,Cs,67,Rare,Freshman,Rarely,Pass
44,4,Cs,63,Rare,Junior,Always,Fail
91,6,Polsci,26,Rare,Junior,Always,Fail
17,86,Polsci,32,Always,Freshman,Rarely,Pass
45,86,Stat,70,Always,Freshman,Rarely,Fail
62,42,Comm,3,Rare,Senior,Always,Pass
48,92,Comm,98,Always,Freshman,Rarely,Pass
66,95,Comm,4,Rare,Sophomore,Always,Pass
44,69,Stat,94,Always,Junior,Always,Pass
5,81,Stat,69,Always,Junior,Always,Fail
76,4,Comm,88,Rare,Sophomore,Always,Pass
74,94,Stat,81,Rare,Junior,Always,Fail
64,27,Cs,50,Always,Sophomore,Rarely,Fail
71,88,Comm,86,Rare,Junior,Always,Pass
0,69,Stat,51,Always,Junior,Rarely,Fail
89,93,Comm,83,Always,Senior,Rarely,Pass
71,30,Comm,21,Rare,Sophomore,Rarely,Fail
97,17,Comm,69,Always,Freshman,Always,Pass
39,31,Polsci,28,Always,Junior,Rarely,Pass
63,72,Stat,93,Always,Freshman,Always,Fail
61,97,Cs,90,Rare,Senior,Rarely,Pass
26,33,Comm,55,Always,Sophomore,Rarely,Pass
36,26,Polsci,64,Always,Senior,Always,Pass
70,33,Polsci,25,Always,Sophomore,Always,Pass
82,29,Stat,34,Rare,Freshman,Rarely,Fail
0,88,Comm,24,Always,Junior,Rarely,Fail
20,44,Polsci,10,Always,Junior,Always,Pass
29,3,Stat,13,Always,Sophomore,Always,Fail
29,51,Stat,4,Always,Freshman,Always,Fail
59,95,Cs,92,Rare,Freshman,Always,Pass
2,68,Polsci,86,Rare,Sophomore,Rarely,Fail
7,67,Cs,22,Always,Senior,Rarely,Fail
73,56,Cs,73,Always,Freshman,Rarely,Fail
49,75,Stat,97,Always,Senior,Always,Fail
95,82,Cs,97,Rare,Senior,Always,Fail
73,27,Cs,29,Always,Freshman,Always,Fail
4,9,Polsci,35,Rare,Freshman,Rarely,Fail
33,83,Cs,62,Always,Sophomore,Rarely,Pass
