Attendance,Major,Questions,Score,Seniority,Texting,Grade
0,Cs,Rare,62,Freshman,Rarely,Fail
0,Polsci,Rare,39,Sophomore,Rarely,Fail
97,Polsci,Always,36,Sophomore,Always,Pass
50,Polsci,Rare,72,Junior,Rarely,Pass
18,Comm,Always,77,Junior,Rarely,Pass
59,Cs,Rare,78,Sophomore,Always,Fail
60,Comm,Always,95,Freshman,Rarely,Pass
8,Cs,Always,18,Sophomore,Always,Fail
46,Polsci,Always,76,Sophomore,Rarely,Pass
46,Stat,Rare,14,Sophomore,Always,Fail
24,Polsci,Always,36,Sophomore,Always,Pass
68,Comm,Always,10,Junior,Rarely,Fail
70,Cs,Rare,28,Junior,Rarely,Fail
54,Cs,Always,39,Senior,Always,Fail
81,Cs,Always,97,Junior,Rarely,Pass
65,Cs,Always,2,Freshman,Rarely,Fail
63,Comm,Always,35,Freshman,Always,Fail
61,Stat,Always,99,Senior,Rarely,Pass
90,Cs,Rare,61,Freshman,Rarely,Fail
30,Polsci,Rare,40,Sophomore,Always,Fail
56,Cs,Always,98,Junior,Rarely,Pass
91,Polsci,Always,22,Senior,Rarely,Pass
7,Cs,Always,69,Sophomore,Rarely,Pass
71,Polsci,Always,10,Freshman,Always,Pass
18,Cs,Rare,81,Freshman,Always,Pass
89,Comm,Always,47,Senior,Always,Pass
82,Cs,Always,39,Senior,Rarely,Fail
26,Polsci,Rare,42,Freshman,Rarely,Fail
83,Stat,Always,35,Senior,Rarely,Fail
97,Comm,Always,65,Junior,Rarely,Fail
8,Polsci,Always,24,Freshman,Always,Pass
87,Cs,Always,80,Junior,Rarely,Pass
25,Cs,Rare,18,Senior,Always,Fail
89,Cs,Always,11,Sophomore,Always,Fail
28,Comm,Rare,92,Junior,Rarely,Pass
44,Comm,Always,99,Junior,Rarely,Pass
64,Comm,Always,76,Sophomore,Always,Pass
66,Polsci,Rare,16,Junior,Always,Fail
77,Polsci,Rare,61,Junior,Always,Pass
34,Cs,Always,65,Sophomore,Always,Pass
26,Comm,Rare,24,Sophomore,Always,Pass
87,Polsci,Always,40,Sophomore,Rarely,Pass
21,Cs,Rare,23,Junior,Rarely,Fail
85,Stat,Always,86,Freshman,Always,Fail
58,Comm,Always,40,Senior,Rarely,Pass
20,Comm,Always,7,Senior,Rarely,Fail
4,Comm,Rare,27,Junior,Rarely,Fail
99,Cs,Rare,61,Senior,Rarely,Fail
6,Comm,Always,76,Sophomore,Always,Pass
15,Cs,Always,22,Senior,Rarely,Fail
19,Comm,Rare,92,Senior,Rarely,Pass
11,Polsci,Rare,88,Senior,Always,Pass
62,Stat,Always,93,Freshman,Rarely,Pass
48,Polsci,Rare,51,Freshman,Always,Pass
76,Polsci,Always,29,Junior,Always,Pass
89,Stat,Always,29,Freshman,Always,Fail
62,Comm,Rare,54,Senior,Rarely,Pass
81,Stat,Always,40,Senior,Always,Fail
54,Comm,Always,85,Sophomore,Rarely,Pass
90,Cs,Always,17,Junior,Rarely,Fail
64,Comm,Always,99,Senior,Rarely,Pass
46,Polsci,Always,57,Junior,Rarely,Pass
50,Comm,Rare,58,Senior,Rarely,Pass
12,Cs,Always,38,Freshman,Always,Fail
17,Stat,Always,79,Sophomore,Rarely,Fail
54,Polsci,Always,99,Sophomore,Always,Pass
24,Stat,Always,58,Junior,Always,Fail
74,Comm,Always,56,Sophomore,Always,Pass
4,Comm,Rare,33,Freshman,Rarely,Fail
63,Cs,Always,57,Sophomore,Always,Pass
9,Stat,Rare,66,Freshman,Rarely,Fail
28,Polsci,Always,77,Sophomore,Rarely,Pass
63,Cs,Always,88,Sophomore,Rarely,Pass
24,Cs,Rare,80,Senior,Always,Pass
11,Comm,Rare,12,Sophomore,Rarely,Fail
14,Polsci,Rare,88,Junior,Rarely,Fail
85,Stat,Rare,42,Sophomore,Always,Fail
27,Polsci,Always,60,Freshman,Rarely,Pass
86,Comm,Always,54,Junior,Rarely,Fail
41,Stat,Rare,68,Freshman,Rarely,Fail
83,Comm,Rare,13,Senior,Always,Pass
49,Stat,Rare,22,Freshman,Always,Fail
26,Polsci,Always,19,Freshman,Rarely,Pass
10,Cs,Always,86,Senior,Rarely,Pass
50,Stat,Always,15,Senior,Always,Fail
20,Comm,Always,18,Junior,Rarely,Fail
49,Comm,Rare,97,Junior,Rarely,Fail
56,Polsci,Rare,31,Senior,Always,Fail
40,Cs,Rare,88,Junior,Always,Fail
83,Comm,Always,92,Sophomore,Rarely,Pass
28,Polsci,Always,15,Sophomore,Rarely,Pass
17,Comm,Rare,75,Junior,Rarely,Pass
38,Polsci,Rare,40,Sophomore,Rarely,Fail
67,Polsci,Rare,92,Junior,Always,Pass
36,Stat,Rare,89,Sophomore,Always,Pass
84,Cs,Always,97,Senior,Always,Pass
30,Comm,Always,41,Senior,Rarely,Pass
64,Stat,Rare,20,Freshman,Always,Fail
96,Polsci,Rare,21,Junior,Always,Fail
42,Stat,Always,81,Senior,Always,Pass
82,Stat,Rare,52,Senior,Always,Fail
2,Cs,Always,32,Junior,Rarely,Fail
49,Cs,Always,100,Sophomore,Rarely,Pass
80,Comm,Rare,70,Freshman,Always,Pass
8,Polsci,Always,64,Senior,Always,Pass
88,Polsci,Rare,67,Junior,Rarely,Pass
37,Comm,Rare,99,Freshman,Always,Pass
46,Cs,Rare,26,Senior,Always,Fail
86,Polsci,Always,100,Sophomore,Rarely,Pass
74,Stat,Rare,12,Senior,Always,Fail
33,Comm,Rare,59,Sophomore,Always,Pass
60,Polsci,Rare,62,Sophomore,Always,Fail
54,Cs,Rare,40,Freshman,Rarely,Fail
70,Stat,Always,9,Junior,Always,Fail
64,Cs,Always,99,Freshman,Rarely,Pass
51,Polsci,Rare,99,Senior,Always,Pass
19,Cs,Always,64,Freshman,Rarely,Fail
38,Cs,Always,87,Sophomore,Rarely,Pass
84,Cs,Rare,57,Sophomore,Always,Pass
8,Comm,Rare,98,Junior,Always,Pass
78,Comm,Rare,87,Freshman,Always,Pass
1,Comm,Rare,67,Senior,Always,Pass
43,Stat,Rare,88,Freshman,Always,Fail
66,Cs,Always,46,Junior,Rarely,Fail
26,Cs,Rare,99,Senior,Always,Pass
79,Stat,Rare,63,Freshman,Always,Pass
31,Stat,Rare,3,Senior,Rarely,Fail
37,Comm,Rare,10,Senior,Always,Fail
9,Comm,Rare,79,Freshman,Always,Fail
42,Comm,Always,0,Sophomore,Rarely,Fail
16,Stat,Rare,96,Senior,Rarely,Pass
37,Cs,Rare,68,Sophomore,Rarely,Pass
4,Polsci,Always,21,Freshman,Always,Pass
38,Cs,Always,39,Sophomore,Always,Fail
68,Stat,Always,54,Junior,Always,Fail
98,Comm,Rare,69,Junior,Always,Pass
4,Cs,Rare,74,Senior,Rarely,Pass
13,Polsci,Rare,44,Junior,Rarely,Fail
64,Comm,Rare,47,Junior,Rarely,Pass
56,Polsci,Rare,53,Sophomore,Always,Fail
7,Stat,Always,19,Senior,Always,Fail
36,Stat,Always,32,Senior,Always,Fail
29,Cs,Rare,53,Senior,Always,Fail
71,Comm,Always,4,Sophomore,Always,Pass
83,Polsci,Always,43,Freshman,Always,Pass
21,Stat,Rare,34,Sophomore,Always,Fail
42,Cs,Always,27,Sophomore,Always,Fail
28,Cs,Always,53,Junior,Always,Fail
93,Stat,Always,60,Freshman,Rarely,Pass
74,Comm,Always,39,Junior,Rarely,Fail
47,Stat,Rare,33,Junior,Always,Fail
11,Comm,Rare,9,Freshman,Rarely,Fail
51,Stat,Rare,55,Sophomore,Always,Fail
57,Cs,Rare,45,Freshman,Always,Fail
100,Polsci,Rare,39,Freshman,Always,Fail
95,Cs,Always,84,Junior,Always,Pass
100,Cs,Rare,82,Sophomore,Rarely,Pass
84,Cs,Rare,60,Sophomore,Always,Pass
2,Stat,Always,32,Junior,Rarely,Fail
77,Stat,Rare,33,Sophomore,Always,Fail
91,Comm,Rare,33,Sophomore,Rarely,Fail
26,Cs,Always,31,Freshman,Always,Fail
38,Comm,Rare,20,Senior,Always,Pass
43,Stat,Rare,23,Senior,Rarely,Fail
81,Polsci,Always,11,Senior,Rarely,Pass
93,Polsci,Rare,73,Junior,Always,Pass
31,Cs,Rare,86,Junior,Always,Pass
63,Polsci,Rare,72,Junior,Rarely,Pass
65,Stat,Rare,75,Sophomore,Always,Fail
52,Polsci,Always,47,Freshman,Always,Pass
90,Comm,Always,89,Junior,Rarely,Pass
52,Comm,Always,76,Junior,Rarely,Pass
55,Polsci,Always,66,Junior,Always,Pass
8,Cs,Always,3,Freshman,Rarely,Fail
68,Cs,Rare,28,Senior,Rarely,Fail
10,Cs,Always,90,Sophomore,Rarely,Fail
77,Comm,Rare,62,Junior,Rarely,Pass
64,Cs,Rare,57,Junior,Rarely,Fail
0,Polsci,Always,36,Sophomore,Always,Pass
64,Stat,Rare,90,Junior,Rarely,Pass
61,Comm,Always,33,Junior,Rarely,Fail
74,Comm,Always,15,Senior,Rarely,Fail
31,Comm,Always,49,Sophomore,Rarely,Pass
77,Comm,Always,15,Freshman,Rarely,Fail
27,Comm,Always,14,Junior,Always,Pass
41,Stat,Always,4,Senior,Always,Fail
53,Comm,Always,19,Senior,Always,Fail
98,Stat,Always,47,Junior,Always,Fail
16,Cs,Rare,81,Sophomore,Always,Pass
73,Polsci,Rare,80,Junior,Rarely,Pass
62,Polsci,Always,69,Sophomore,Always,Pass
18,Polsci,Always,41,Sophomore,Always,Pass
18,Cs,Always,48,Junior,Always,Fail
10,Cs,Always,60,Freshman,Always,Fail
59,Stat,Rare,68,Junior,Always,Fail
61,Comm,Always,77,Junior,Always,Pass
31,Comm,Rare,41,Sophomore,Rarely,Pass
41,Stat,Rare,57,Sophomore,Rarely,Fail
29,Comm,Rare,27,Sophomore,Always,Pass
8,Comm,Rare,65,Sophomore,Rarely,Pass
92,Cs,Rare,16,Senior,Always,Fail
77,Polsci,Always,9,Sophomore,Rarely,Pass
12,Cs,Always,7,Senior,Always,Fail
2,Polsci,Always,10,Sophomore,Always,Pass
46,Polsci,Always,47,Sophomore,Always,Pass
94,Polsci,Rare,11,Senior,Rarely,Fail
6,Cs,Always,83,Senior,Rarely,Pass
74,Stat,Rare,61,Junior,Rarely,Pass
71,Cs,Rare,63,Senior,Always,Fail
98,Stat,Rare,50,Freshman,Rarely,Fail
91,Cs,Always,94,Sophomore,Rarely,Pass
28,Stat,Always,87,Sophomore,Rarely,Pass
19,Stat,Always,21,Senior,Rarely,Fail
100,Stat,Rare,84,Sophomore,Rarely,Fail
64,Comm,Always,39,Freshman,Rarely,Fail
4,Polsci,Rare,95,Freshman,Rarely,Pass
29,Comm,Rare,74,Junior,Always,Fail
62,Polsci,Rare,46,Junior,Rarely,Fail
38,Polsci,Always,73,Senior,Always,Pass
80,Comm,Rare,35,Freshman,Rarely,Fail
84,Polsci,Rare,96,Sophomore,Always,Pass
7,Cs,Always,99,Sophomore,Always,Fail
15,Polsci,Always,14,Sophomore,Rarely,Pass
61,Stat,Rare,60,Senior,Rarely,Pass
43,Stat,Always,52,Senior,Always,Fail
37,Stat,Rare,50,Freshman,Rarely,Fail
38,Stat,Always,8,Senior,Rarely,Fail
31,Cs,Rare,40,Junior,Always,Fail
65,Polsci,Rare,91,Junior,Always,Fail
68,Stat,Rare,29,Sophomore,Rarely,Fail
52,Polsci,Always,70,Senior,Rarely,Pass
40,Stat,Always,7,Freshman,Rarely,Fail
20,Polsci,Rare,77,Sophomore,Rarely,Fail
54,Polsci,Always,51,Junior,Always,Fail
33,Polsci,Rare,18,Sophomore,Always,Fail
56,Cs,Rare,6,Senior,Always,Fail
50,Polsci,Rare,55,Freshman,Rarely,Fail
28,Polsci,Rare,57,Sophomore,Always,Pass
33,Comm,Rare,0,Junior,Always,Fail
6,Stat,Rare,90,Freshman,Always,Pass
20,Polsci,Always,10,Senior,Rarely,Pass
45,Polsci,Rare,90,Freshman,Always,Pass
80,Cs,Always,16,Junior,Rarely,Fail
72,Stat,Always,36,Sophomore,Rarely,Fail
96,Cs,Rare,16,Senior,Rarely,Fail
91,Polsci,Always,72,Sophomore,Rarely,Fail
14,Polsci,Always,15,Junior,Always,Pass
10,Comm,Always,50,Senior,Always,Pass
66,Polsci,Rare,59,Senior,Rarely,Pass
64,Comm,Rare,27,Freshman,Rarely,Fail
48,Stat,Rare,64,Sophomore,Rarely,Pass
7,Polsci,Always,32,Senior,Always,Pass
75,Cs,Always,29,Sophomore,Always,Fail
38,Polsci,Always,49,Freshman,Rarely,Pass
46,Comm,Rare,5,Sophomore,Always,Fail
68,Comm,Always,1,Senior,Rarely,Fail
81,Polsci,Always,30,Freshman,Rarely,Pass
5,Cs,Rare,74,Senior,Rarely,Pass
58,Cs,Rare,27,Freshman,Always,Fail
7,Stat,Always,38,Junior,Always,Fail
10,Cs,Rare,54,Sophomore,Rarely,Pass
72,Comm,Always,41,Sophomore,Rarely,Pass
37,Polsci,Rare,38,Senior,Always,Fail
63,Polsci,Rare,36,Junior,Rarely,Fail
34,Stat,Rare,10,Senior,Always,Fail
22,Cs,Rare,96,Sophomore,Always,Pass
0,Cs,Always,88,Senior,Always,Pass
0,Polsci,Rare,91,Junior,Rarely,Pass
94,Cs,Rare,73,Senior,Always,Pass
76,Cs,Rare,64,Senior,Always,Fail
77,Polsci,Always,8,Junior,Always,Pass
49,Stat,Rare,50,Freshman,Rarely,Fail
15,Polsci,Always,58,Sophomore,Rarely,Pass
50,Cs,Rare,9,Sophomore,Always,Fail
75,Cs,Always,52,Junior,Rarely,Fail
73,Stat,Rare,41,Senior,Rarely,Fail
83,Cs,Rare,59,Senior,Rarely,Fail
28,Polsci,Always,93,Junior,Rarely,Fail
96,Cs,Always,24,Senior,Always,Fail
78,Polsci,Rare,53,Sophomore,Always,Pass
83,Comm,Rare,77,Sophomore,Always,Pass
99,Stat,Rare,39,Freshman,Rarely,Fail
71,Stat,Rare,3,Junior,Rarely,Fail
45,Cs,Always,54,Junior,Rarely,Fail
20,Comm,Rare,6,Sophomore,Rarely,Fail
48,Cs,Rare,9,Junior,Always,Fail
14,Polsci,Rare,46,Sophomore,Rarely,Fail
14,Cs,Always,25,Sophomore,Rarely,Fail
73,Polsci,Rare,25,Sophomore,Rarely,Fail
10,Stat,Always,44,Sophomore,Always,Fail
0,Polsci,Always,90,Junior,Always,Pass
97,Cs,Always,87,Sophomore,Rarely,Pass
53,Stat,Always,42,Freshman,Rarely,Fail
11,Stat,Always,81,Senior,Rarely,Pass
76,Comm,Always,61,Sophomore,Rarely,Pass
71,Comm,Rare,93,Sophomore,Rarely,Pass
40,Stat,Always,62,Senior,Rarely,Pass
45,Stat,Rare,50,Senior,Always,Fail
95,Stat,Rare,12,Freshman,Rarely,Fail
28,Cs,Always,46,Junior,Rarely,Fail
33,Cs,Rare,21,Junior,Always,Fail
75,Polsci,Always,17,Junior,Rarely,Pass
29,Comm,Always,67,Sophomore,Always,Pass
60,Polsci,Rare,49,Senior,Rarely,Fail
64,Stat,Rare,40,Freshman,Always,Fail
19,Comm,Always,94,Sophomore,Always,Pass
8,Polsci,Always,32,Sophomore,Always,Fail
71,Comm,Rare,38,Freshman,Rarely,Fail
20,Cs,Rare,80,Senior,Always,Fail
59,Comm,Always,12,Senior,Rarely,Fail
20,Polsci,Rare,54,Sophomore,Always,Pass
24,Comm,Always,4,Sophomore,Always,Pass
40,Polsci,Rare,4,Senior,Rarely,Fail
63,Comm,Always,12,Junior,Always,Fail
70,Cs,Always,6,Junior,Always,Fail
66,Comm,Always,64,Freshman,Rarely,Pass
46,Stat,Always,18,Senior,Rarely,Fail
56,Stat,Rare,22,Freshman,Always,Fail
18,Cs,Rare,42,Sophomore,Rarely,Fail
40,Stat,Always,46,Senior,Always,Fail
66,Polsci,Rare,42,Sophomore,Always,Fail
5,Polsci,Always,62,Freshman,Rarely,Pass
62,Stat,Always,65,Sophomore,Always,Pass
53,Stat,Always,14,Senior,Always,Fail
65,Cs,Always,15,Freshman,Always,Fail
31,Comm,Rare,88,Junior,Always,Pass
70,Comm,Rare,21,Junior,Rarely,Fail
68,Cs,Rare,65,Junior,Always,Fail
0,Stat,Rare,23,Senior,Rarely,Fail
73,Polsci,Always,68,Freshman,Rarely,Pass
59,Polsci,Rare,91,Sophomore,Always,Pass
15,Stat,Rare,75,Senior,Rarely,Fail
20,Comm,Rare,33,Freshman,Always,Pass
100,Stat,Rare,98,Sophomore,Rarely,Fail
43,Cs,Rare,41,Sophomore,Rarely,Fail
21,Stat,Rare,64,Senior,Rarely,Fail
77,Comm,Always,95,Senior,Rarely,Pass
57,Comm,Rare,90,Senior,Rarely,Pass
66,Polsci,Rare,53,Freshman,Rarely,Pass
17,Stat,Rare,98,Senior,Always,Pass
5,Stat,Always,4,Junior,Rarely,Fail
57,Cs,Always,54,Senior,Rarely,Fail
72,Polsci,Always,37,Sophomore,Rarely,Pass
13,Cs,Always,71,Freshman,Always,Pass
86,Comm,Rare,36,Senior,Rarely,Fail
22,Polsci,Always,4,Junior,Rarely,Pass
55,Polsci,Rare,17,Sophomore,Rarely,Fail
6,Stat,Rare,16,Freshman,Rarely,Fail
65,Cs,Always,12,Senior,Rarely,Fail
33,Comm,Rare,45,Freshman,Rarely,Pass
29,Polsci,Always,5,Senior,Always,Pass
76,Comm,Rare,84,Senior,Rarely,Pass
16,Comm,Rare,52,Sophomore,Rarely,Pass
97,Stat,Rare,7,Junior,Always,Fail
5,Polsci,Rare,49,Sophomore,Rarely,Fail
66,Cs,Always,24,Senior,Rarely,Fail
20,Comm,Rare,60,Freshman,Always,Pass
51,Polsci,Always,54,Sophomore,Rarely,Pass
39,Comm,Always,94,Senior,Rarely,Fail
12,Polsci,Always,31,Junior,Always,Pass
20,Stat,Always,74,Freshman,Rarely,Fail
21,Cs,Always,35,Junior,Always,Fail
24,Comm,Rare,67,Junior,Rarely,Pass
20,Polsci,Always,44,Junior,Always,Pass
76,Stat,Rare,17,Freshman,Always,Fail
9,Comm,Always,6,Senior,Rarely,Fail
39,Polsci,Rare,13,Senior,Rarely,Fail
22,Stat,Always,13,Junior,Rarely,Fail
100,Comm,Always,49,Senior,Always,Pass
78,Stat,Rare,17,Junior,Rarely,Fail
96,Stat,Always,86,Junior,Always,Pass
95,Stat,Always,98,Freshman,Always,Pass
30,Polsci,Always,66,Sophomore,Always,Pass
34,Comm,Rare,34,Sophomore,Rarely,Fail
32,Stat,Rare,19,Senior,Rarely,Fail
86,Polsci,Rare,61,Freshman,Rarely,Pass
22,Cs,Rare,54,Junior,Always,Fail
69,Comm,Rare,53,Junior,Rarely,Pass
24,Cs,Rare,21,Junior,Rarely,Fail
93,Comm,Always,0,Junior,Rarely,Fail
23,Cs,Always,55,Freshman,Rarely,Fail
98,Polsci,Always,28,Freshman,Always,Pass
86,Stat,Rare,35,Junior,Always,Fail
54,Cs,Rare,4,Freshman,Always,Fail
23,Cs,Rare,29,Sophomore,Always,Fail
55,Polsci,Rare,15,Freshman,Always,Fail
94,Polsci,Rare,7,Freshman,Rarely,Fail
83,Polsci,Rare,75,Senior,Always,Pass
91,Stat,Rare,65,Freshman,Always,Pass
55,Cs,Rare,100,Senior,Rarely,Pass
70,Comm,Always,67,Senior,Always,Pass
51,Polsci,Always,54,Sophomore,Always,Pass
58,Comm,Rare,92,Senior,Rarely,Pass
31,Cs,Always,68,Junior,Always,Fail
79,Comm,Rare,69,Freshman,Rarely,Pass
70,Cs,Rare,39,Freshman,Always,Fail
95,Cs,Rare,78,Senior,Rarely,Pass
18,Cs,Rare,78,Freshman,Rarely,Pass
63,Stat,Always,7,Junior,Rarely,Fail
84,Cs,Always,14,Junior,Always,Fail
72,Comm,Rare,1,Sophomore,Always,Pass
48,Polsci,Rare,98,Junior,Rarely,Pass
71,Cs,Rare,28,Freshman,Rarely,Fail
47,Cs,Rare,44,Sophomore,Always,Fail
42,Polsci,Always,53,Freshman,Always,Fail
75,Polsci,Rare,53,Freshman,Rarely,Pass
12,Stat,Rare,36,Senior,Always,Fail
7,Cs,Always,58,Senior,Rarely,Fail
34,Stat,Rare,43,Freshman,Rarely,Fail
70,Comm,Rare,74,Freshman,Rarely,Pass
46,Stat,Always,58,Junior,Rarely,Fail
0,Stat,Rare,66,Sophomore,Always,Fail
67,Stat,Always,62,Freshman,Always,Pass
5,Stat,Rare,90,Junior,Always,Pass
59,Polsci,Rare,84,Junior,Always,Fail
27,Cs,Rare,56,Senior,Always,Fail
78,Stat,Rare,42,Junior,Always,Fail
19,Stat,Always,73,Junior,Rarely,Pass
39,Polsci,Rare,37,Junior,Always,Fail
82,Comm,Rare,28,Junior,Rarely,Fail
8,Polsci,Rare,6,Junior,Always,Fail
78,Cs,Always,8,Junior,Always,Fail
88,Stat,Always,79,Junior,Rarely,Pass
32,Polsci,Always,23,Senior,Rarely,Pass
15,Polsci,Rare,61,Freshman,Always,Pass
3,Stat,Rare,96,Junior,Always,Pass
37,Cs,Rare,17,Sophomore,Rarely,Fail
34,Comm,Always,57,Sophomore,Always,Pass
67,Cs,Always,59,Senior,Rarely,Fail
61,Polsci,Rare,78,Sophomore,Always,Pass
41,Comm,Always,26,Junior,Always,Fail
0,Stat,Always,23,Junior,Always,Fail
96,Comm,Always,0,Sophomore,Rarely,Fail
4,Comm,Always,3,Senior,Rarely,Fail
84,Cs,Always,45,Junior,Always,Fail
94,Cs,Rare,19,Junior,Rarely,Fail
50,Polsci,Rare,26,Senior,Always,Fail
37,Cs,Always,27,Sophomore,Always,Fail
86,Comm,Always,10,Senior,Rarely,Fail
35,Comm,Always,32,Junior,Always,Pass
9,Cs,Always,77,Sophomore,Rarely,Pass
57,Comm,Rare,15,Senior,Rarely,Fail
16,Polsci,Rare,53,Sophomore,Rarely,Pass
41,Comm,Always,62,Senior,Always,Pass
100,Comm,Always,17,Senior,Always,Pass
14,Cs,Always,32,Junior,Always,Fail
89,Comm,Always,94,Freshman,Rarely,Pass
13,Cs,Rare,95,Sophomore,Rarely,Pass
93,Cs,Always,4,Senior,Rarely,Fail
15,Polsci,Rare,74,Sophomore,Rarely,Pass
67,Stat,Always,45,Freshman,Always,Fail
32,Polsci,Rare,93,Junior,Rarely,Pass
32,Comm,Rare,18,Freshman,Rarely,Fail
91,Comm,Rare,19,Sophomore,Always,Pass
69,Comm,Always,33,Freshman,Always,Pass
47,Comm,Rare,1,Freshman,Rarely,Fail
33,Stat,Rare,43,Freshman,Always,Fail
12,Stat,Always,41,Senior,Rarely,Fail
12,Polsci,Rare,90,Sophomore,Always,Pass
37,Cs,Rare,31,Freshman,Rarely,Fail
8,Polsci,Always,98,Junior,Always,Fail
34,Polsci,Always,52,Senior,Rarely,Fail
86,Comm,Always,12,Junior,Always,Pass
1,Stat,Always,71,Senior,Rarely,Pass
55,Stat,Rare,90,Junior,Rarely,Fail
82,Stat,Always,53,Sophomore,Always,Fail
10,Stat,Always,48,Freshman,Rarely,Fail
4,Cs,Rare,47,Junior,Rarely,Fail
92,Cs,Rare,45,Senior,Rarely,Fail
21,Comm,Always,13,Sophomore,Rarely,Fail
87,Stat,Rare,29,Sophomore,Always,Fail
89,Stat,Always,30,Senior,Always,Fail
53,Stat,Always,50,Senior,Rarely,Fail
65,Cs,Always,35,Sophomore,Always,Fail
51,Cs,Always,74,Sophomore,Always,Pass
99,Comm,Rare,61,Freshman,Rarely,Pass
49,Stat,Always,22,Junior,Always,Fail
90,Comm,Rare,17,Sophomore,Always,Pass
26,Stat,Rare,96,Senior,Rarely,Pass
11,Cs,Rare,62,Freshman,Rarely,Fail
79,Comm,Always,39,Senior,Always,Pass
89,Cs,Always,50,Junior,Always,Fail
74,Cs,Always,91,Freshman,Rarely,Pass
65,Comm,Always,57,Junior,Always,Pass
79,Cs,Always,22,Sophomore,Always,Fail
46,Cs,Rare,51,Freshman,Always,Fail
39,Cs,Always,73,Senior,Always,Pass
59,Polsci,Always,20,Senior,Rarely,Pass
58,Comm,Rare,65,Freshman,Rarely,Pass
98,Stat,Always,30,Sophomore,Always,Fail
79,Stat,Rare,35,Senior,Always,Fail
98,Cs,Always,67,Senior,Always,Fail
74,Stat,Always,48,Freshman,Always,Fail
35,Cs,Rare,52,Senior,Rarely,Fail
68,Stat,Always,1,Junior,Rarely,Fail
59,Cs,Always,3,Junior,Always,Fail
8,Comm,Rare,80,Senior,Rarely,Pass
64,Comm,Always,77,Junior,Rarely,Pass
21,Cs,Rare,100,Freshman,Always,Pass
95,Polsci,Always,84,Freshman,Always,Pass
67,Polsci,Rare,74,Freshman,Rarely,Pass
46,Stat,Always,6,Freshman,Always,Fail
79,Polsci,Always,11,Sophomore,Always,Pass
73,Stat,Always,65,Senior,Always,Fail
7,Comm,Always,68,Freshman,Rarely,Fail
74,Comm,Always,20,Freshman,Rarely,Fail
13,Polsci,Rare,53,Sophomore,Rarely,Pass
20,Stat,Rare,79,Freshman,Rarely,Pass
64,Cs,Always,42,Junior,Rarely,Fail
99,Cs,Rare,65,Senior,Rarely,Fail
37,Polsci,Rare,55,Senior,Rarely,Pass
69,Polsci,Always,13,Sophomore,Rarely,Pass
24,Stat,Always,26,Junior,Rarely,Fail
65,Stat,Always,55,Senior,Always,Fail
75,Comm,Rare,38,Sophomore,Rarely,Fail
19,Comm,Always,67,Junior,Always,Pass
56,Cs,Rare,74,Freshman,Rarely,Pass
72,Cs,Always,44,Senior,Rarely,Fail
25,Polsci,Always,48,Senior,Rarely,Pass
100,Comm,Always,9,Freshman,Always,Pass
41,Cs,Rare,20,Junior,Always,Fail
45,Stat,Rare,31,Junior,Always,Fail
97,Polsci,Always,62,Sophomore,Rarely,Pass
7,Cs,Rare,60,Freshman,Always,Fail
33,Cs,Always,26,Junior,Rarely,Fail
65,Cs,Rare,29,Junior,Always,Fail
21,Comm,Always,80,Senior,Rarely,Pass
54,Comm,Always,0,Freshman,Rarely,Fail
44,Polsci,Rare,57,Freshman,Always,Fail
11,Stat,Rare,12,Sophomore,Always,Fail
20,Comm,Always,1,Sophomore,Rarely,Fail
46,Polsci,Rare,40,Sophomore,Rarely,Fail
90,Cs,Rare,31,Junior,Always,Fail
76,Stat,Rare,4,Freshman,Rarely,Fail
22,Polsci,Always,6,Senior,Always,Pass
89,Cs,Rare,94,Junior,Always,Pass
3,Stat,Always,3,Senior,Rarely,Fail
3,Polsci,Rare,60,Senior,Rarely,Pass
7,Polsci,Always,60,Junior,Always,Pass
21,Cs,Always,98,Sophomore,Always,Fail
54,Cs,Rare,52,Junior,Rarely,Fail
18,Cs,Rare,34,Freshman,Rarely,Fail
4,Comm,Always,72,Freshman,Always,Fail
48,Comm,Always,76,Junior,Always,Pass
86,Stat,Always,6,Senior,Always,Fail
80,Comm,Rare,96,Freshman,Always,Pass
44,Polsci,Rare,36,Freshman,Always,Fail
89,Cs,Always,78,Junior,Always,Pass
71,Cs,Rare,4,Freshman,Rarely,Fail
14,Polsci,Rare,78,Sophomore,Rarely,Pass
56,Stat,Always,67,Junior,Always,Pass
77,Stat,Always,24,Freshman,Always,Fail
74,Stat,Always,49,Sophomore,Always,Fail
10,Cs,Always,71,Senior,Always,Fail
29,Polsci,Always,9,Sophomore,Rarely,Pass
28,Cs,Always,17,Senior,Always,Fail
15,Comm,Rare,83,Sophomore,Rarely,Pass
69,Stat,Always,31,Sophomore,Always,Fail
27,Stat,Always,9,Senior,Always,Fail
49,Comm,Always,23,Sophomore,Always,Pass
50,Polsci,Rare,97,Sophomore,Rarely,Pass
40,Polsci,Always,14,Junior,Always,Pass
43,Stat,Always,23,Junior,Always,Fail
38,Polsci,Rare,29,Sophomore,Always,Fail
54,Polsci,Always,20,Junior,Always,Pass
36,Stat,Rare,26,Sophomore,Always,Fail
0,Polsci,Always,87,Junior,Always,Pass
30,Stat,Rare,3,Junior,Always,Fail
9,Stat,Rare,10,Freshman,Rarely,Fail
47,Comm,Rare,73,Junior,Always,Pass
