Doze,Participation,Question,Score,Text,Grade
Always,70,Always,16,Never,F
Never,76,Never,28,Never,F
Never,88,Never,19,Always,A
Never,79,Never,77,Always,A
Always,77,Never,29,Sometimes,D
Always,58,Never,21,Always,F
Always,21,Never,97,Always,A
Never,84,Always,2,Always,D
Always,24,Always,74,Never,C
Always,90,Never,4,Never,C
Never,35,Always,65,Sometimes,C
Never,15,Always,90,Sometimes,A
Always,46,Always,74,Never,C
Never,61,Always,18,Never,F
Always,83,Never,28,Never,F
Always,86,Always,27,Sometimes,C
Never,55,Never,16,Always,A
Never,86,Always,86,Never,A
Always,29,Never,21,Never,F
Never,20,Never,35,Sometimes,D
Always,99,Never,13,Never,C
Always,27,Always,75,Sometimes,C
Always,35,Never,54,Never,C
Always,43,Never,64,Sometimes,D
Always,13,Always,11,Never,F
Never,69,Never,24,Never,D
Never,85,Never,49,Never,C
Always,17,Never,36,Always,F
Always,41,Never,49,Sometimes,D
Always,94,Always,59,Sometimes,C
Never,47,Never,17,Never,C
Never,11,Never,39,Sometimes,F
Never,96,Never,69,Sometimes,B
Never,81,Never,8,Never,C
Always,4,Always,95,Always,A
Always,57,Always,92,Never,A
Never,76,Never,36,Never,C
Always,11,Never,67,Never,C
Never,2,Never,89,Never,A
Always,47,Never,92,Never,B
Never,13,Never,20,Always,D
Always,7,Always,63,Never,C
Always,26,Always,12,Sometimes,D
Always,84,Never,40,Always,B
Always,37,Never,90,Sometimes,B
Never,61,Always,47,Always,F
Always,72,Never,10,Sometimes,C
Never,73,Never,78,Sometimes,A
Always,81,Never,7,Never,C
Never,26,Always,20,Always,F
Always,53,Never,57,Sometimes,C
Never,32,Always,5,Sometimes,D
Never,94,Always,69,Sometimes,B
Never,66,Always,27,Always,A
Never,9,Never,81,Never,A
Always,45,Never,90,Sometimes,B
Always,17,Always,77,Always,C
Never,67,Always,56,Always,F
Always,70,Always,76,Always,C
Never,13,Always,41,Sometimes,F
Never,56,Never,70,Sometimes,C
Never,17,Always,76,Sometimes,B
Never,12,Always,49,Never,F
Never,82,Always,82,Never,A
Always,66,Always,69,Sometimes,C
Never,90,Never,25,Sometimes,C
Always,0,Always,87,Never,A
Never,35,Always,26,Always,F
Always,72,Never,92,Never,B
Never,38,Always,1,Sometimes,F
Always,24,Never,54,Never,C
Always,64,Always,24,Always,A
Always,86,Always,17,Never,C
Always,0,Never,73,Sometimes,C
Never,18,Never,95,Sometimes,A
Never,54,Always,39,Sometimes,D
Always,34,Always,49,Sometimes,F
Never,81,Always,67,Sometimes,B
Never,96,Always,16,Sometimes,F
Always,19,Never,21,Sometimes,F
Never,12,Always,46,Always,F
Never,17,Always,46,Sometimes,F
Always,51,Always,98,Never,A
Never,78,Never,63,Always,C
Always,19,Never,13,Always,D
Never,87,Never,37,Always,F
Always,27,Always,81,Sometimes,A
Never,57,Always,57,Always,C
Always,8,Never,68,Sometimes,C
Always,65,Always,17,Sometimes,C
Always,37,Always,84,Always,A
Never,86,Never,69,Sometimes,C
Never,30,Always,54,Never,C
Never,43,Always,59,Always,D
Always,69,Never,96,Always,B
Always,74,Always,63,Sometimes,C
Never,67,Never,61,Never,F
Always,9,Always,51,Never,C
Always,11,Always,68,Always,C
Never,34,Never,19,Sometimes,F
Never,44,Always,67,Always,F
Never,48,Always,88,Sometimes,A
Never,99,Never,84,Sometimes,B
Always,8,Always,47,Sometimes,F
Never,37,Always,47,Sometimes,F
Always,74,Always,40,Sometimes,D
Never,36,Never,73,Sometimes,D
Always,69,Always,78,Always,C
Always,85,Never,47,Sometimes,F
Always,63,Never,23,Sometimes,C
Never,93,Always,74,Always,B
Always,13,Always,66,Never,D
Never,89,Always,0,Sometimes,F
Always,84,Never,100,Never,A
Never,68,Never,94,Sometimes,B
Never,17,Never,45,Always,D
Always,26,Always,11,Always,F
Always,55,Always,95,Sometimes,B
Always,3,Always,0,Never,F
Always,12,Never,79,Sometimes,C
Always,14,Never,8,Never,F
Always,68,Never,16,Always,F
Never,56,Always,68,Always,A
Never,4,Never,65,Always,A
Always,38,Always,86,Sometimes,A
Never,11,Always,64,Sometimes,A
Never,78,Never,32,Always,D
Never,34,Never,13,Always,F
Always,25,Always,24,Never,D
Never,97,Always,89,Always,A
Always,24,Always,58,Never,C
Never,16,Always,14,Sometimes,D
Always,24,Always,50,Never,C
Always,21,Never,6,Sometimes,F
Always,57,Never,90,Always,B
Never,45,Always,96,Sometimes,A
Never,62,Always,66,Never,C
Always,12,Always,26,Never,F
Never,39,Never,90,Never,B
Always,90,Never,58,Never,C
Never,89,Always,4,Always,F
Never,64,Never,15,Always,F
Never,65,Always,95,Always,A
Always,97,Always,58,Sometimes,D
Never,95,Never,43,Always,C
Never,57,Never,54,Sometimes,B
Never,68,Always,83,Sometimes,A
Never,20,Never,9,Always,F
Always,0,Never,24,Never,F
Never,64,Always,90,Always,A
Always,86,Always,67,Sometimes,C
Always,32,Always,60,Sometimes,C
Never,57,Never,52,Never,D
Never,79,Always,36,Sometimes,C
Never,4,Never,72,Never,C
Always,87,Always,81,Sometimes,A
Always,85,Never,1,Sometimes,C
Always,20,Never,30,Sometimes,F
Never,21,Always,69,Always,F
Always,13,Always,42,Never,F
Never,94,Always,69,Never,D
Never,50,Always,63,Always,C
Always,16,Never,87,Sometimes,B
Never,26,Always,23,Never,F
Always,64,Never,54,Never,D
Never,10,Always,1,Sometimes,F
Never,65,Never,89,Never,A
Never,79,Never,23,Always,C
Always,3,Always,31,Never,D
Always,91,Always,40,Sometimes,F
Never,69,Never,3,Always,B
Always,17,Never,26,Sometimes,F
Always,45,Never,89,Always,B
Always,97,Never,44,Always,A
Never,88,Never,12,Never,C
Always,88,Always,58,Sometimes,C
Never,25,Always,64,Sometimes,C
Never,51,Never,54,Never,B
Always,95,Never,19,Always,F
Always,23,Always,13,Never,F
Always,92,Never,25,Always,D
Never,76,Never,3,Never,D
Always,33,Never,3,Always,F
Always,79,Always,15,Sometimes,C
Never,28,Never,66,Sometimes,A
Always,2,Always,92,Sometimes,A
Always,9,Always,13,Sometimes,F
Never,97,Never,13,Sometimes,F
Always,36,Always,26,Sometimes,F
Always,31,Always,78,Never,C
Never,51,Always,56,Sometimes,D
Never,31,Always,40,Sometimes,F
Always,54,Never,60,Always,C
Always,83,Always,16,Sometimes,C
Never,68,Always,48,Always,B
Always,39,Never,90,Always,B
Always,94,Always,43,Never,C
Never,72,Always,56,Never,A
Always,10,Always,18,Always,D
Never,76,Always,10,Always,D
Never,80,Always,51,Sometimes,A
Never,72,Always,20,Never,C
Never,45,Never,18,Sometimes,F
Never,48,Never,48,Always,C
Never,16,Never,81,Always,B
Never,89,Always,86,Never,A
Always,66,Never,60,Sometimes,C
Never,99,Never,30,Sometimes,F
Always,56,Always,86,Sometimes,A
Never,72,Always,16,Sometimes,C
Never,41,Never,28,Sometimes,F
Always,50,Never,40,Sometimes,D
Never,50,Never,90,Always,B
Always,18,Always,33,Always,F
Always,68,Never,59,Never,C
Always,98,Never,72,Always,C
Always,73,Always,11,Always,C
Always,66,Never,58,Never,D
Never,80,Always,81,Always,A
Always,39,Never,42,Sometimes,F
Never,18,Always,5,Always,F
Never,46,Never,67,Sometimes,F
Always,87,Always,46,Always,C
Never,79,Always,95,Never,A
Never,87,Never,94,Always,B
Always,98,Never,41,Never,F
Always,4,Never,87,Sometimes,B
Always,74,Always,27,Always,F
Always,68,Always,7,Sometimes,F
Always,34,Always,1,Sometimes,F
Always,94,Always,99,Always,A
Always,37,Always,15,Always,D
Never,35,Always,28,Always,F
Never,2,Always,90,Sometimes,A
Never,72,Never,59,Always,D
Never,86,Never,26,Sometimes,D
Always,28,Never,48,Always,D
Always,72,Never,17,Never,C
Always,46,Always,44,Always,A
Always,52,Never,89,Never,B
Always,97,Never,68,Always,C
Always,85,Never,30,Never,F
Always,23,Never,54,Always,C
Never,37,Never,11,Never,D
Never,43,Always,37,Sometimes,D
Never,70,Always,24,Sometimes,C
Always,93,Always,41,Never,D
Never,59,Never,57,Never,B
Always,8,Never,54,Never,C
Always,99,Always,61,Sometimes,C
Never,89,Always,36,Sometimes,C
Never,64,Never,25,Always,D
Always,10,Never,81,Always,B
Always,11,Always,49,Never,F
Never,48,Always,58,Always,F
Never,29,Never,79,Always,B
Always,31,Always,28,Never,F
Never,56,Always,96,Never,A
Always,4,Always,1,Never,F
Never,78,Never,3,Always,B
Always,10,Always,12,Always,F
Never,43,Always,16,Always,D
Never,67,Always,51,Always,F
Always,31,Always,41,Sometimes,F
Never,82,Never,100,Sometimes,B
Always,13,Never,76,Always,D
Always,31,Never,92,Never,B
Never,76,Never,83,Sometimes,B
Always,17,Never,83,Always,A
Always,61,Never,10,Sometimes,D
Never,84,Always,23,Sometimes,D
Never,98,Always,59,Never,F
Always,86,Never,29,Sometimes,D
Always,98,Always,78,Never,C
Always,47,Never,50,Never,C
Always,31,Never,3,Never,F
Always,98,Never,24,Sometimes,C
Always,52,Always,58,Never,D
Always,26,Never,53,Never,C
Never,12,Never,40,Sometimes,F
Never,14,Always,26,Sometimes,F
Always,91,Always,67,Sometimes,D
Never,68,Always,98,Always,A
Always,2,Always,86,Never,A
Always,22,Never,78,Always,C
Never,65,Never,60,Sometimes,D
Always,28,Always,28,Never,F
Never,64,Always,72,Always,F
Always,99,Always,2,Sometimes,C
Always,8,Always,28,Sometimes,F
Never,44,Never,98,Always,B
Always,79,Always,10,Always,B
Never,51,Never,44,Always,C
Always,81,Always,67,Sometimes,D
Never,71,Never,58,Sometimes,C
Always,3,Never,16,Always,F
Always,32,Always,0,Sometimes,F
Never,83,Always,32,Sometimes,F
Never,74,Always,68,Always,D
Never,67,Always,40,Sometimes,C
Always,14,Never,12,Sometimes,F
Never,40,Never,20,Always,C
Never,3,Always,47,Sometimes,F
Never,44,Never,90,Never,B
Always,54,Never,48,Sometimes,F
Never,73,Never,74,Always,B
Always,71,Never,48,Sometimes,D
Never,80,Always,51,Sometimes,A
Always,19,Always,21,Never,F
Never,87,Never,77,Sometimes,D
Always,17,Never,18,Never,F
Always,99,Never,46,Never,C
Never,57,Never,61,Sometimes,D
Never,64,Never,73,Always,F
Always,43,Always,43,Always,C
Never,16,Never,99,Always,B
Never,64,Always,6,Always,B
Always,6,Always,19,Never,F
Never,26,Always,96,Always,A
Always,34,Always,65,Always,C
Never,82,Never,19,Always,A
Always,67,Never,46,Always,F
Never,43,Never,40,Always,B
Never,90,Always,98,Never,A
Always,96,Always,81,Always,A
Always,57,Never,13,Always,C
Always,92,Always,47,Sometimes,C
Always,86,Never,91,Sometimes,B
Never,69,Always,24,Sometimes,C
Always,48,Never,97,Never,A
Always,79,Always,52,Always,D
Always,64,Always,72,Never,D
Always,63,Never,76,Never,D
Never,77,Never,60,Never,C
Always,44,Always,62,Always,D
Always,40,Never,16,Always,F
Always,83,Never,51,Always,C
Never,38,Always,64,Never,D
Never,99,Always,78,Always,A
Never,0,Never,85,Never,B
Always,97,Always,27,Never,C
Never,23,Never,66,Sometimes,D
Never,55,Never,34,Always,F
Never,14,Never,83,Always,A
Never,79,Never,83,Never,B
Never,16,Always,97,Never,A
Always,41,Never,31,Never,F
Never,100,Never,86,Always,B
Always,55,Never,100,Always,B
Always,48,Never,46,Sometimes,C
Never,16,Never,83,Never,A
Always,18,Never,55,Always,C
Never,4,Always,20,Never,F
Never,82,Never,93,Sometimes,A
Never,44,Always,100,Always,A
Always,10,Always,98,Always,A
Always,40,Never,82,Always,A
Always,42,Never,11,Never,D
Never,65,Never,39,Sometimes,C
Never,74,Always,98,Sometimes,A
Always,17,Always,10,Always,F
Always,83,Always,88,Never,A
Always,15,Always,84,Always,A
Never,71,Always,5,Never,C
Always,99,Never,34,Never,D
Never,99,Never,56,Never,B
Never,1,Always,61,Sometimes,B
Never,93,Always,10,Never,C
Always,2,Never,15,Always,D
Never,91,Never,31,Always,D
Never,86,Always,7,Never,C
Never,64,Always,88,Never,A
Never,81,Always,76,Sometimes,A
Never,71,Always,17,Never,D
Always,82,Never,95,Always,B
Never,6,Always,95,Sometimes,A
Never,4,Always,70,Always,B
Always,25,Always,30,Sometimes,F
Never,73,Never,99,Always,A
Never,100,Never,74,Never,B
Always,44,Never,43,Never,D
Always,23,Never,5,Never,D
Never,92,Always,91,Sometimes,A
Never,28,Always,77,Sometimes,F
Never,90,Never,52,Never,A
Always,30,Never,22,Sometimes,F
Never,36,Never,14,Always,F
Always,64,Always,38,Always,D
Never,41,Never,9,Sometimes,F
Never,77,Always,92,Never,A
Never,41,Always,38,Never,C
Never,51,Always,73,Always,B
Always,64,Never,32,Never,C
Always,40,Always,47,Never,D
Never,67,Always,13,Never,F
Always,33,Never,78,Sometimes,C
Always,67,Always,92,Always,A
Never,17,Never,82,Never,A
Never,19,Never,15,Always,F
Always,34,Never,99,Always,B
Never,69,Always,58,Never,A
Always,65,Always,61,Sometimes,C
Never,97,Never,71,Always,F
Never,34,Never,20,Never,F
Never,72,Always,56,Never,D
Always,43,Always,55,Never,D
Always,23,Always,45,Never,F
Always,55,Always,68,Sometimes,C
Never,54,Always,50,Always,F
Always,14,Always,50,Sometimes,D
Never,34,Always,47,Never,F
Always,65,Always,50,Never,C
Never,49,Never,50,Always,A
Always,4,Never,20,Sometimes,F
Always,45,Always,27,Never,D
Always,96,Always,86,Never,A
Never,39,Never,89,Sometimes,B
Always,70,Always,100,Never,A
Always,38,Always,4,Always,F
Always,64,Always,78,Sometimes,C
Never,23,Never,11,Sometimes,F
Never,25,Always,31,Sometimes,F
Never,10,Always,95,Sometimes,A
Always,60,Always,79,Sometimes,C
Never,69,Never,48,Never,F
Never,68,Always,89,Always,A
Always,92,Never,77,Never,C
Never,95,Never,37,Never,D
Always,90,Always,72,Never,C
Always,79,Never,77,Never,C
Always,6,Never,51,Never,C
Never,28,Never,40,Always,F
Never,72,Always,29,Never,C
Never,85,Never,95,Sometimes,B
Never,4,Never,61,Sometimes,F
Never,96,Always,65,Never,A
Always,2,Always,96,Sometimes,A
Always,12,Never,62,Sometimes,C
Always,5,Always,55,Never,D
Always,73,Never,5,Sometimes,D
Always,18,Always,63,Always,C
Never,35,Always,47,Always,F
Always,32,Never,25,Sometimes,F
Never,51,Never,26,Sometimes,D
Never,6,Never,82,Sometimes,A
Never,72,Never,45,Always,B
Never,24,Always,48,Always,F
Always,10,Always,33,Never,D
Never,48,Always,11,Never,C
Always,88,Always,10,Sometimes,D
Never,74,Never,40,Never,F
Always,57,Always,24,Sometimes,D
Always,93,Always,51,Never,C
Never,59,Never,83,Sometimes,B
Always,71,Never,13,Never,D
Never,80,Always,36,Sometimes,C
Never,55,Always,47,Never,C
Always,69,Never,64,Never,C
Always,80,Never,66,Never,C
Never,58,Always,64,Sometimes,C
Always,34,Never,84,Never,A
Never,97,Always,95,Sometimes,A
Always,29,Never,60,Sometimes,C
Never,54,Never,7,Always,B
Always,87,Never,56,Sometimes,C
Never,7,Never,73,Sometimes,A
Never,63,Never,96,Always,B
Always,70,Never,85,Sometimes,A
Never,12,Never,32,Sometimes,F
Always,8,Never,100,Never,B
Always,32,Always,7,Never,F
Always,59,Never,24,Never,F
Always,66,Always,37,Never,C
Always,5,Always,70,Never,D
Never,93,Never,17,Always,C
Always,28,Never,2,Always,F
Always,29,Never,52,Never,C
Always,24,Always,66,Never,C
Never,13,Never,23,Never,F
Never,51,Always,13,Always,C
Always,1,Always,90,Always,A
Never,16,Never,8,Never,D
Always,65,Always,94,Sometimes,A
Never,90,Never,84,Never,B
Always,0,Never,48,Sometimes,D
Never,45,Never,100,Always,B
Never,57,Always,13,Sometimes,D
Never,84,Always,20,Sometimes,D
Always,63,Always,41,Always,D
Never,11,Always,92,Always,A
Always,66,Never,61,Sometimes,C
Always,70,Always,23,Sometimes,D
Never,57,Always,83,Sometimes,A
Always,11,Never,14,Always,F
Never,8,Always,27,Sometimes,F
Never,4,Never,59,Never,A
Never,95,Never,87,Sometimes,A
Never,95,Never,37,Never,F
Never,80,Always,45,Never,C
Always,2,Always,29,Sometimes,D
Never,52,Never,20,Sometimes,C
Never,87,Never,44,Always,F
Never,16,Always,12,Always,D
Never,73,Always,34,Sometimes,D
Never,41,Never,66,Always,D
Never,75,Never,72,Always,F
Never,64,Never,1,Always,A
Always,17,Always,22,Never,D
Never,91,Never,59,Sometimes,D
Never,27,Never,43,Sometimes,F
Always,57,Never,77,Never,C
Never,77,Never,97,Always,B
Never,40,Never,66,Always,F
Always,8,Always,48,Sometimes,D
Always,13,Always,32,Always,F
Always,43,Always,49,Always,C
Never,56,Never,51,Never,A
Always,31,Always,48,Never,F
Always,1,Never,66,Never,C
Always,77,Always,82,Sometimes,A
Never,68,Never,21,Sometimes,D
Never,10,Always,59,Never,C
Never,3,Always,44,Never,F
Always,99,Never,66,Never,C
Never,20,Never,5,Sometimes,D
Always,97,Never,2,Sometimes,C
Always,48,Never,20,Always,D
Never,67,Always,53,Always,B
Always,80,Always,27,Always,D
Never,21,Never,15,Always,D
Never,28,Never,43,Never,F
Never,47,Always,58,Never,A
Never,79,Always,83,Always,A
Always,35,Always,9,Never,F
Never,28,Never,2,Always,F
Always,23,Never,8,Sometimes,F
Always,66,Never,50,Never,C
Never,14,Always,83,Always,A
Always,43,Always,18,Never,F
Always,61,Always,70,Never,C
Always,97,Always,64,Sometimes,C
Always,92,Never,25,Always,D
Never,30,Never,75,Never,F
Never,12,Always,66,Sometimes,F
Always,10,Always,96,Sometimes,A
Never,1,Never,51,Always,A
Always,6,Always,40,Always,D
Always,87,Never,90,Sometimes,B
Never,3,Never,8,Always,F
Always,71,Never,93,Sometimes,B
Always,87,Always,84,Never,A
Always,78,Never,70,Never,C
Always,92,Always,94,Sometimes,A
Never,40,Always,58,Always,F
Always,55,Never,57,Always,C
Never,40,Never,91,Sometimes,B
Always,95,Never,7,Never,D
Never,71,Always,31,Always,F
Always,69,Always,74,Never,C
Never,2,Never,48,Never,F
Always,5,Always,81,Never,A
Never,58,Never,93,Always,A
Always,81,Never,34,Never,C
Never,47,Never,31,Never,C
Never,64,Always,64,Never,A
Never,74,Never,44,Never,F
Never,8,Never,16,Sometimes,F
Never,57,Always,86,Sometimes,B
Always,38,Never,5,Never,F
Always,63,Always,1,Sometimes,C
Always,57,Never,74,Sometimes,C
Never,28,Always,97,Always,A
Never,94,Never,23,Never,C
Never,84,Always,90,Never,A
Never,65,Never,49,Sometimes,F
Never,33,Never,6,Sometimes,D
Always,41,Always,79,Sometimes,D
Always,58,Never,50,Never,C
Always,32,Never,20,Always,F
Always,65,Never,67,Sometimes,C
Always,35,Always,53,Always,C
Always,52,Always,100,Sometimes,A
Always,100,Always,64,Never,C
Always,82,Never,44,Sometimes,C
Always,80,Always,83,Always,B
Never,81,Always,51,Sometimes,C
Never,0,Never,55,Never,F
Always,52,Never,93,Sometimes,B
Never,2,Never,41,Sometimes,D
Always,80,Always,37,Never,C
Never,48,Never,82,Sometimes,B
Always,46,Always,89,Never,A
Never,93,Always,99,Never,A
Always,6,Never,93,Always,B
Always,28,Never,11,Never,F
Never,66,Never,90,Sometimes,B
Always,59,Never,90,Always,A
Never,17,Never,76,Always,F
Always,50,Always,90,Always,A
Always,7,Never,16,Never,F
Never,77,Always,100,Sometimes,A
Always,3,Always,44,Never,F
Never,5,Always,39,Never,F
Always,59,Always,39,Never,C
Always,17,Never,62,Never,C
Always,44,Never,10,Always,D
Always,70,Always,50,Never,C
Never,89,Never,16,Sometimes,D
Never,44,Never,17,Sometimes,C
Never,72,Never,5,Always,B
Never,84,Always,12,Always,F
Always,7,Never,69,Never,D
Never,43,Always,91,Always,A
Never,9,Always,79,Sometimes,B
Always,67,Always,80,Always,A
Always,11,Never,58,Always,C
Never,92,Always,54,Always,A
Never,69,Always,20,Never,C
Always,78,Never,76,Always,C
Always,17,Always,27,Always,F
Always,97,Never,84,Always,B
Always,58,Always,28,Always,F
Never,41,Never,18,Never,C
Always,95,Never,64,Sometimes,C
Never,48,Always,8,Always,F
Never,95,Always,64,Never,C
Always,52,Never,31,Sometimes,C
Never,11,Always,35,Sometimes,F
Never,48,Always,24,Sometimes,C
Always,44,Always,85,Always,A
Always,81,Always,32,Always,A
Never,39,Never,44,Always,F
Never,94,Never,87,Always,A
Always,93,Never,8,Sometimes,F
Always,44,Always,98,Never,A
Never,27,Never,30,Never,F
Always,63,Never,62,Sometimes,C
Always,42,Never,26,Sometimes,C
Never,94,Never,85,Sometimes,A
Never,52,Always,4,Always,D
Always,61,Never,88,Never,B
Always,71,Always,63,Sometimes,C
Never,56,Never,26,Always,D
Never,88,Never,31,Always,C
Always,21,Always,95,Sometimes,A
Never,89,Never,47,Always,D
Never,49,Always,1,Sometimes,D
Always,18,Always,11,Always,D
Always,86,Never,59,Always,C
Never,99,Always,72,Sometimes,D
Always,29,Always,29,Always,D
Always,84,Always,52,Always,C
Never,42,Never,4,Always,C
Never,69,Always,45,Sometimes,F
Always,83,Always,5,Never,F
Never,15,Always,17,Sometimes,F
Always,15,Always,71,Sometimes,C
Never,88,Always,29,Sometimes,F
Never,24,Never,67,Never,B
Never,47,Never,37,Always,B
Never,70,Never,95,Sometimes,B
Never,50,Never,52,Never,B
Never,27,Never,72,Never,D
Always,24,Always,24,Always,D
Always,93,Never,76,Never,D
Never,20,Always,63,Sometimes,A
Never,97,Never,54,Sometimes,D
Always,51,Never,92,Never,B
Never,78,Never,70,Always,A
Never,44,Always,80,Sometimes,A
Always,28,Always,63,Sometimes,C
Never,18,Always,17,Always,D
Never,10,Never,24,Always,F
Never,36,Always,37,Never,F
Always,10,Never,45,Sometimes,F
Always,33,Never,45,Never,F
Never,32,Never,44,Never,F
Never,81,Always,90,Never,A
Never,22,Always,36,Never,F
Always,0,Never,22,Never,D
Always,92,Always,17,Always,C
Never,75,Never,58,Never,A
Never,61,Always,28,Never,F
Always,1,Never,28,Always,F
Always,15,Always,89,Never,A
Never,71,Always,67,Sometimes,B
Never,11,Never,44,Never,F
Always,96,Never,79,Always,C
Never,98,Never,93,Sometimes,A
Never,38,Never,38,Always,D
Always,77,Always,15,Never,D
Always,29,Never,67,Always,D
Always,1,Never,42,Always,D
Always,53,Never,76,Never,C
Always,46,Never,30,Never,D
Never,54,Never,57,Always,D
Always,13,Never,91,Always,A
Never,35,Always,2,Always,F
Never,91,Always,9,Sometimes,F
Never,82,Always,93,Sometimes,A
Always,12,Never,43,Always,F
Never,78,Never,25,Always,C
Always,83,Always,5,Sometimes,C
Always,13,Always,15,Always,F
Always,29,Never,98,Sometimes,B
Always,24,Never,9,Always,F
Never,75,Always,77,Always,D
